phrase_id,text,label,weight,
0,I,0,0.04,
0,I have,0,0.08,
0,I have no,0,0.12,
0,I have no doubt,0,0.16,
0,I have no doubt that,0,0.2,
0,I have no doubt that Jesus,0.1,0.24,
0,I have no doubt that Jesus was,0.1,0.28,
0,I have no doubt that Jesus was a,0.1,0.32,
0,I have no doubt that Jesus was a black,0.4,0.36,
0,I have no doubt that Jesus was a black man.,0.4,0.4,
0,I have no doubt that Jesus was a black man. Just,0.5,0.44,
0,I have no doubt that Jesus was a black man. Just like,0.5,0.48,
0,I have no doubt that Jesus was a black man. Just like in,0.6,0.52,
0,I have no doubt that Jesus was a black man. Just like in the,0.6,0.56,
0,I have no doubt that Jesus was a black man. Just like in the case,0.6,0.6,
0,I have no doubt that Jesus was a black man. Just like in the case of,0.7,0.64,
0,I have no doubt that Jesus was a black man. Just like in the case of black,0.7,0.68,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads,",0.8,0.72,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone",0.8,0.76,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is",0.8,0.8,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting",0.8,0.84,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for",0.9,0.88,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his",0.9,0.92,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his second",0.9,0.96,
0,"I have no doubt that Jesus was a black man. Just like in the case of black dads, everyone is waiting for his second coming.",1,1,
1,Why,0,0.1,
1,Why can't,0,0.2,
1,Why can't all,0,0.3,
1,Why can't all Black,0.2,0.4,
1,Why can't all Black Women,0.4,0.5,
1,Why can't all Black Women wear,0.5,0.6,
1,Why can't all Black Women wear their,0.6,0.7,
1,Why can't all Black Women wear their hair,0.8,0.8,
1,Why can't all Black Women wear their hair like,0.9,0.9,
1,Why can't all Black Women wear their hair like yours?,1,1,
2,REMINDER:,0,0.0526315789473684,
2,REMINDER: femoids,0.3,0.105263157894737,
2,REMINDER: femoids would,0.4,0.157894736842105,
2,REMINDER: femoids would rather,0.5,0.210526315789474,
2,REMINDER: femoids would rather fuck,0.6,0.263157894736842,
2,REMINDER: femoids would rather fuck ABUSIVE,0.6,0.315789473684211,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS,0.6,0.368421052631579,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than,0.7,0.421052631578947,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an,0.7,0.473684210526316,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel,0.7,0.526315789473684,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But,0.7,0.578947368421053,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't,0.8,0.631578947368421,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget,0.8,0.68421052631579,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget that,0.8,0.736842105263158,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget that your,0.8,0.789473684210526,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget that your personality,0.9,0.842105263157895,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget that your personality is,0.9,0.894736842105263,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget that your personality is the,0.9,0.947368421052632,
2,REMINDER: femoids would rather fuck ABUSIVE CHADS than an incel But don't forget that your personality is the problem.,1,1,
3,what,0,0.0833333333333333,
3,what 's,0,0.166666666666667,
3,what 's black,0.4,0.25,
3,what 's black and,0.5,0.333333333333333,
3,what 's black and screams,0.6,0.416666666666667,
3,what 's black and screams ?,0.6,0.5,
3,what 's black and screams ? stevie,0.7,0.583333333333333,
3,what 's black and screams ? stevie wonder,0.8,0.666666666666667,
3,what 's black and screams ? stevie wonder answering,0.8,0.75,
3,what 's black and screams ? stevie wonder answering the,0.8,0.833333333333333,
3,what 's black and screams ? stevie wonder answering the iron,0.9,0.916666666666667,
3,what 's black and screams ? stevie wonder answering the iron .,1,1,
4,*most,0,0.0416666666666667,
4,*most boys,0,0.0833333333333333,
4,*most boys @ihatethiskid,0,0.125,
4,*most boys @ihatethiskid I'm,0,0.166666666666667,
4,*most boys @ihatethiskid I'm not,0,0.208333333333333,
4,*most boys @ihatethiskid I'm not sexist,0.5,0.25,
4,*most boys @ihatethiskid I'm not sexist but,0.7,0.291666666666667,
4,*most boys @ihatethiskid I'm not sexist but all,0.7,0.333333333333333,
4,*most boys @ihatethiskid I'm not sexist but all the,0.7,0.375,
4,*most boys @ihatethiskid I'm not sexist but all the internet,0.7,0.416666666666667,
4,*most boys @ihatethiskid I'm not sexist but all the internet does,0.8,0.458333333333333,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is,0.8,0.5,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show,0.8,0.541666666666667,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that,0.8,0.583333333333333,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most,0.8,0.625,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls,0.8,0.666666666666667,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't,0.8,0.708333333333333,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know,0.8,0.75,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how,0.8,0.791666666666667,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to,0.9,0.833333333333333,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form,0.9,0.875,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their,0.9,0.916666666666667,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their own,0.9,0.958333333333333,
4,*most boys @ihatethiskid I'm not sexist but all the internet does is show that most girls don't know how to form their own opinions.,1,1,
5,I,0,0.0769230769230769,
5,I have,0,0.153846153846154,
5,I have a,0,0.230769230769231,
5,I have a black,0.1,0.307692307692308,
5,I have a black man,0.2,0.384615384615385,
5,I have a black man in,0.3,0.461538461538462,
5,I have a black man in my,0.4,0.538461538461538,
5,I have a black man in my family,0.5,0.615384615384615,
5,I have a black man in my family tree,0.6,0.692307692307692,
5,I have a black man in my family tree He’s,0.7,0.769230769230769,
5,I have a black man in my family tree He’s still,0.8,0.846153846153846,
5,I have a black man in my family tree He’s still hanging,0.9,0.923076923076923,
5,I have a black man in my family tree He’s still hanging there,1,1,
6,let,0,0.032258064516129,
6,let 's,0,0.0645161290322581,
6,let 's be,0,0.0967741935483871,
6,let 's be honest,0,0.129032258064516,
6,let 's be honest here,0,0.161290322580645,
6,let 's be honest here .,0,0.193548387096774,
6,let 's be honest here . <repeat>,0,0.225806451612903,
6,let 's be honest here . <repeat> the,0,0.258064516129032,
6,let 's be honest here . <repeat> the real,0,0.290322580645161,
6,let 's be honest here . <repeat> the real reason,0,0.32258064516129,
6,let 's be honest here . <repeat> the real reason why,0,0.354838709677419,
6,let 's be honest here . <repeat> the real reason why the,0,0.387096774193548,
6,let 's be honest here . <repeat> the real reason why the great,0,0.419354838709677,
6,let 's be honest here . <repeat> the real reason why the great irish,0,0.451612903225806,
6,let 's be honest here . <repeat> the real reason why the great irish potato,0,0.483870967741936,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine,0.3,0.516129032258065,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened,0.3,0.548387096774194,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was,0.4,0.580645161290323,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because,0.4,0.612903225806452,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the,0.5,0.645161290322581,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish,0.5,0.67741935483871,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured,0.6,0.709677419354839,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out,0.6,0.741935483870968,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that,0.6,0.774193548387097,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they,0.7,0.806451612903226,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could,0.7,0.838709677419355,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also,0.8,0.870967741935484,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also eat,0.8,0.903225806451613,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also eat the,0.9,0.935483870967742,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also eat the potatoes,0.9,0.967741935483871,
6,let 's be honest here . <repeat> the real reason why the great irish potato famine happened was because the irish figured out that they could also eat the potatoes .,1,1,
7,What,0,0.0714285714285714,
7,What do,0,0.142857142857143,
7,What do you,0,0.214285714285714,
7,What do you get,0,0.285714285714286,
7,What do you get when,0,0.357142857142857,
7,What do you get when you,0,0.428571428571429,
7,What do you get when you add,0,0.5,
7,What do you get when you add 1,0,0.571428571428571,
7,What do you get when you add 1 +,0,0.642857142857143,
7,What do you get when you add 1 + 1?,0,0.714285714285714,
7,What do you get when you add 1 + 1? The,0,0.785714285714286,
7,What do you get when you add 1 + 1? The average,0,0.857142857142857,
7,What do you get when you add 1 + 1? The average Ethiopian,0.9,0.928571428571429,
7,What do you get when you add 1 + 1? The average Ethiopian lifespan.,1,1,
8,you,0,0.0344827586206897,
8,you can,0,0.0689655172413793,
8,you can tell,0,0.103448275862069,
8,you can tell a,0,0.137931034482759,
8,you can tell a lot,0,0.172413793103448,
8,you can tell a lot about,0,0.206896551724138,
8,you can tell a lot about a,0,0.241379310344828,
8,you can tell a lot about a man,0,0.275862068965517,
8,you can tell a lot about a man by,0,0.310344827586207,
8,you can tell a lot about a man by the,0,0.344827586206897,
8,you can tell a lot about a man by the car,0,0.379310344827586,
8,you can tell a lot about a man by the car he,0,0.413793103448276,
8,you can tell a lot about a man by the car he drives,0,0.448275862068966,
8,you can tell a lot about a man by the car he drives for,0,0.482758620689655,
8,you can tell a lot about a man by the car he drives for example,0,0.517241379310345,
8,"you can tell a lot about a man by the car he drives for example ,",0,0.551724137931035,
8,"you can tell a lot about a man by the car he drives for example , if",0,0.586206896551724,
8,"you can tell a lot about a man by the car he drives for example , if it",0,0.620689655172414,
8,"you can tell a lot about a man by the car he drives for example , if it 's",0,0.655172413793103,
8,"you can tell a lot about a man by the car he drives for example , if it 's a",0,0.689655172413793,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black",0.5,0.724137931034483,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man",0.6,0.758620689655172,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man ,",0.6,0.793103448275862,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it",0.7,0.827586206896552,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's",0.7,0.862068965517241,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not",0.8,0.896551724137931,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his",0.8,0.931034482758621,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car",0.9,0.96551724137931,
8,"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .",1,1,
9,IRONY,0,0.0588235294117647,
9,IRONY IS,0,0.117647058823529,
9,IRONY IS FUCKING,0,0.176470588235294,
9,IRONY IS FUCKING DEAD,0,0.235294117647059,
9,IRONY IS FUCKING DEAD @ibustos123,0,0.294117647058824,
9,IRONY IS FUCKING DEAD @ibustos123 Im,0,0.352941176470588,
9,IRONY IS FUCKING DEAD @ibustos123 Im not,0,0.411764705882353,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist,0,0.470588235294118,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but,0.6,0.529411764705882,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists,0.6,0.588235294117647,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are,0.7,0.647058823529412,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the,0.7,0.705882352941177,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most,0.8,0.764705882352941,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying,0.8,0.823529411764706,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people,0.9,0.882352941176471,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people out,0.9,0.941176470588235,
9,IRONY IS FUCKING DEAD @ibustos123 Im not sexist but feminists are the most annoying people out there.,1,1,
10,What's,0,0.0526315789473684,
10,What's the,0,0.105263157894737,
10,What's the difference,0,0.157894736842105,
10,What's the difference between,0,0.210526315789474,
10,What's the difference between a,0,0.263157894736842,
10,What's the difference between a black,0.3,0.315789473684211,
10,What's the difference between a black slave,0.6,0.368421052631579,
10,What's the difference between a black slave and,0.6,0.421052631578947,
10,What's the difference between a black slave and a,0.7,0.473684210526316,
10,What's the difference between a black slave and a black,0.7,0.526315789473684,
10,What's the difference between a black slave and a black surfer?,0.7,0.578947368421053,
10,What's the difference between a black slave and a black surfer? One,0.7,0.631578947368421,
10,What's the difference between a black slave and a black surfer? One hangs,0.8,0.68421052631579,
10,What's the difference between a black slave and a black surfer? One hangs high,0.8,0.736842105263158,
10,What's the difference between a black slave and a black surfer? One hangs high and,0.8,0.789473684210526,
10,What's the difference between a black slave and a black surfer? One hangs high and the,0.8,0.842105263157895,
10,What's the difference between a black slave and a black surfer? One hangs high and the other,0.9,0.894736842105263,
10,What's the difference between a black slave and a black surfer? One hangs high and the other hangs,0.9,0.947368421052632,
10,What's the difference between a black slave and a black surfer? One hangs high and the other hangs loose.,1,1,
11,What's,0,0.0666666666666667,
11,What's the,0,0.133333333333333,
11,What's the one,0,0.2,
11,What's the one good,0,0.266666666666667,
11,What's the one good thing,0,0.333333333333333,
11,What's the one good thing about,0,0.4,
11,What's the one good thing about black,0.5,0.466666666666667,
11,What's the one good thing about black people?,0.6,0.533333333333333,
11,What's the one good thing about black people? They,0.6,0.6,
11,What's the one good thing about black people? They provide,0.7,0.666666666666667,
11,What's the one good thing about black people? They provide jobs,0.7,0.733333333333333,
11,What's the one good thing about black people? They provide jobs for,0.8,0.8,
11,What's the one good thing about black people? They provide jobs for the,0.8,0.866666666666667,
11,What's the one good thing about black people? They provide jobs for the prison,0.9,0.933333333333333,
11,What's the one good thing about black people? They provide jobs for the prison guards,1,1,
12,Recent,0,0.0285714285714286,
12,Recent medical,0,0.0571428571428571,
